y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y23,y24
0.487744749,0.455520213,0.449846655,0.444817841,0.464295477,0.463792711,0.462825537,0.437900722,0.461096674,0.499330372,0.508965373,0.504206777,0.826096237,0.668840587
0.489618689,0.458704948,0.45345059,0.448789299,0.467040688,0.46650824,0.465487242,0.440380663,0.463931262,0.502165079,0.51129365,0.507653773,0.825848937,0.671225667
0.485560834,0.451738447,0.446494013,0.442058563,0.461317837,0.461456239,0.461108267,0.43696326,0.46172747,0.499622911,0.508034468,0.508151412,0.825680733,0.671205759
0.484654367,0.451487392,0.447226703,0.443250716,0.461073339,0.461780965,0.461696565,0.437764496,0.462176472,0.499095291,0.507251561,0.509469092,0.824804127,0.671066344
0.48382625,0.452303708,0.449087322,0.445746988,0.460156858,0.461121619,0.461529076,0.439075619,0.463629246,0.498678833,0.506397486,0.510508299,0.824316025,0.672248065
0.482539892,0.450466007,0.446944386,0.443339527,0.459370941,0.459836185,0.459796607,0.43684119,0.461757988,0.497213304,0.505305886,0.510639787,0.824305415,0.672458529
0.479456902,0.449620873,0.44675535,0.442159832,0.457346439,0.459196389,0.459293693,0.435885727,0.461035311,0.496280044,0.502198279,0.509942532,0.819227397,0.672180355
0.476715624,0.448449761,0.445184618,0.438778788,0.454715878,0.45700258,0.458001703,0.434145927,0.460946798,0.494222075,0.498824596,0.508979738,0.811359286,0.671150327
0.472149372,0.445530951,0.44210273,0.435424417,0.450661659,0.452484429,0.453559697,0.431154341,0.456677854,0.489610136,0.494512737,0.508357942,0.806237698,0.669882476
0.470277011,0.444722712,0.441574812,0.43494758,0.448785126,0.450120151,0.450951487,0.429782301,0.453806818,0.487454563,0.492304236,0.507977843,0.802750289,0.668231845
0.469694555,0.444369406,0.441291481,0.434645474,0.448240042,0.449342877,0.449975401,0.428754747,0.451075792,0.486523777,0.491220087,0.507669806,0.79575479,0.666996658
0.468410254,0.44402799,0.441110194,0.434583366,0.447403103,0.44809705,0.44837746,0.42792502,0.447372049,0.484400988,0.488939434,0.507569492,0.781977415,0.664904594
0.465749592,0.442216396,0.439615905,0.434028447,0.445034325,0.445290625,0.445341259,0.427606344,0.443361133,0.482079834,0.485924065,0.50584662,0.770317972,0.662651241
0.461676538,0.438542277,0.43600741,0.431631476,0.441708565,0.441865116,0.441796243,0.425398439,0.439315379,0.47730875,0.481706053,0.501193047,0.75884074,0.657213509
0.45748204,0.43382436,0.431280136,0.427829355,0.437128782,0.437178046,0.436979949,0.42247209,0.434552014,0.472577274,0.476935774,0.49786371,0.750673652,0.654731691
0.453975379,0.430202156,0.427801222,0.424981058,0.433386505,0.433230549,0.432866395,0.420102417,0.430669963,0.469292074,0.473258883,0.496121019,0.726275682,0.654236078
0.4516159,0.427588552,0.425120771,0.422559887,0.43071264,0.430336058,0.429780006,0.417776972,0.426390797,0.466731936,0.4701882,0.493985564,0.709565222,0.654592216
0.451690108,0.428340673,0.425870121,0.423240751,0.430765003,0.430001259,0.429067612,0.418104112,0.424912751,0.467167944,0.470043182,0.492981672,0.707753241,0.655184865
0.451081574,0.428301901,0.42589736,0.423361123,0.430487067,0.42952618,0.428356707,0.418007851,0.423701912,0.466786951,0.4693214,0.491785347,0.714157701,0.655227959
0.450111002,0.427820921,0.4254466,0.423013121,0.429887712,0.428800195,0.427500725,0.417663991,0.422653377,0.465809911,0.468321949,0.490615219,0.719993591,0.655299425
0.449791729,0.428124279,0.425800741,0.423278511,0.429544866,0.428265899,0.426792622,0.417842209,0.422105879,0.465774685,0.467814624,0.489112079,0.721721768,0.655508459
0.449751616,0.428049177,0.425862461,0.423446089,0.429293692,0.428035408,0.426559687,0.417745292,0.421779573,0.465815544,0.467955589,0.488265812,0.724853158,0.654864728
0.449183851,0.427474111,0.425392091,0.423143625,0.428262055,0.426899433,0.425315708,0.416651785,0.419923127,0.465558767,0.467538446,0.487380326,0.726302862,0.654194236
0.448593616,0.427122831,0.425240368,0.423173994,0.427256495,0.425792158,0.424088001,0.416438401,0.417937189,0.464951754,0.466234148,0.486333668,0.725171328,0.652225733
0.44756794,0.426555812,0.424874544,0.423043489,0.426032394,0.42428723,0.422255754,0.416007042,0.415079355,0.463817507,0.464380682,0.484175533,0.725477219,0.650463104
0.445612013,0.424773544,0.423354059,0.421869516,0.423519552,0.421560377,0.419338137,0.414492667,0.411943018,0.461812586,0.461847872,0.482181966,0.723814607,0.648694158
0.443052292,0.422762483,0.421525419,0.420274794,0.421057791,0.419047534,0.416766703,0.412673801,0.409549296,0.459322155,0.459291458,0.479730278,0.72270453,0.64596498
0.440489709,0.420106351,0.418881953,0.417697519,0.41817078,0.416068465,0.413764149,0.410019219,0.406535327,0.456649452,0.456288636,0.477162421,0.722612143,0.645122886
0.439833492,0.419267178,0.418025494,0.41677919,0.417439699,0.415381908,0.413041353,0.40876779,0.405217588,0.45635134,0.455766022,0.476379484,0.723615944,0.645661533
0.438301951,0.417656898,0.416344255,0.414995909,0.416096151,0.414135277,0.41198796,0.40677911,0.404656559,0.454836667,0.454967976,0.475417554,0.723851383,0.646074891
0.438227087,0.417064667,0.415623188,0.414120853,0.416182607,0.41440025,0.412445694,0.405989468,0.405668497,0.454714149,0.455488294,0.474806249,0.723668694,0.646010637
0.43770656,0.415513694,0.41359815,0.411565304,0.415866435,0.414366066,0.412669361,0.404138565,0.406323493,0.454149246,0.455661207,0.474111497,0.719676912,0.646543145
0.436549097,0.41327706,0.410914719,0.408508241,0.414983571,0.413750947,0.412269592,0.401749432,0.406331003,0.452798188,0.455258071,0.473035634,0.71856159,0.646568775
0.435407788,0.411491781,0.408844888,0.406298637,0.414064735,0.412966877,0.411561966,0.39966929,0.405475289,0.451635599,0.454274714,0.47220239,0.719060779,0.646105051
0.433839232,0.410272837,0.40764609,0.405192792,0.412701219,0.411659241,0.410315365,0.398572505,0.404607713,0.450165033,0.452646822,0.471048176,0.719531357,0.64348048
0.43163529,0.408676237,0.405989498,0.403581947,0.410859346,0.409624577,0.40801549,0.396371752,0.402365923,0.447709709,0.450165212,0.468868494,0.721430123,0.639033973
0.428459078,0.405129611,0.402352899,0.400133461,0.407717943,0.406312943,0.404458046,0.393916428,0.399230063,0.444448292,0.447372675,0.466185808,0.723315537,0.637339473
0.426902354,0.4036569,0.401003987,0.398878515,0.406119496,0.404874891,0.403222263,0.392759591,0.398786187,0.442509085,0.445832402,0.464326769,0.723927975,0.63601625
0.425043344,0.401189625,0.398368061,0.39602983,0.404694557,0.403790712,0.402425379,0.390365422,0.398660183,0.440444559,0.444738775,0.462928712,0.723950148,0.634711206
0.422683418,0.39820081,0.395161122,0.392688811,0.402388722,0.401619345,0.400436103,0.387493789,0.397444814,0.438183844,0.442990124,0.461205155,0.724346995,0.633253872
0.421255529,0.396613777,0.393527091,0.39106077,0.400858074,0.400115013,0.398965925,0.385359079,0.396281421,0.436920255,0.441915452,0.459767252,0.722854733,0.632124364
0.419325918,0.395215064,0.39227581,0.389964044,0.399095744,0.398230702,0.396847188,0.383934826,0.393499225,0.435211658,0.439832062,0.457741976,0.721703172,0.630282223
0.418168306,0.394564271,0.391747504,0.38944608,0.397700936,0.396812618,0.395403713,0.383217454,0.392019421,0.434541076,0.438651651,0.457239389,0.720668375,0.630025387
0.417322636,0.393954813,0.391341805,0.38922745,0.396576822,0.395746052,0.394439548,0.383410901,0.391325951,0.433768362,0.437833637,0.457661629,0.717291951,0.630229473
0.41762501,0.394019723,0.391510695,0.389409959,0.396158248,0.395266473,0.393981695,0.383517087,0.391130358,0.434082121,0.437797636,0.457985103,0.710154891,0.630561948
0.417161375,0.393793762,0.391416728,0.389434397,0.395595372,0.394695342,0.393398881,0.383625835,0.390929937,0.434014559,0.437375605,0.458431244,0.700857043,0.630823791
0.416377932,0.39329952,0.391206115,0.389384478,0.394533575,0.393610299,0.392353982,0.38380152,0.390607834,0.433664083,0.436558545,0.45871529,0.687506139,0.63088119
0.415974945,0.392779231,0.390894204,0.389166176,0.393480271,0.392470628,0.391246766,0.383865625,0.389859259,0.433777809,0.43612203,0.459003448,0.681655526,0.63100785
0.415518433,0.392256439,0.39063412,0.389066815,0.392457128,0.391375989,0.3901847,0.384022176,0.389326125,0.433812618,0.435565233,0.460253,0.672204137,0.631120026
0.415699154,0.392463177,0.390708596,0.389383852,0.39290446,0.391831011,0.390627801,0.384983301,0.389535934,0.434024483,0.435754538,0.46240133,0.672286034,0.626700342
0.4173792,0.393387914,0.391715825,0.390449584,0.393720716,0.392622739,0.391532004,0.386177093,0.389894217,0.434984028,0.435783714,0.464750379,0.677385926,0.622465789
0.421303689,0.396762848,0.395149827,0.393737853,0.396580786,0.395314008,0.394126534,0.388323784,0.391361296,0.437880933,0.437358916,0.466972917,0.680535913,0.622913837
0.426031888,0.400623232,0.398588151,0.396829337,0.401654899,0.400426209,0.399202466,0.390633136,0.39616701,0.441309929,0.441069692,0.468846649,0.717581153,0.624641716
0.428670973,0.403359801,0.401147753,0.399195492,0.404989004,0.404047161,0.402967125,0.39231655,0.398744762,0.443220377,0.443785965,0.469000638,0.722251058,0.630182385
0.430237293,0.404421031,0.402107388,0.400020212,0.406616449,0.406014204,0.405215412,0.392861307,0.400938809,0.444907755,0.446096241,0.469230026,0.717636287,0.632466257
0.434377104,0.408858687,0.40683198,0.404873461,0.410921633,0.410378605,0.409599692,0.396596909,0.404083341,0.448745012,0.450008243,0.469767421,0.719831347,0.635032237
0.436293751,0.411128283,0.409210771,0.407371342,0.413001865,0.41242218,0.411665738,0.399122655,0.405776978,0.451015085,0.451919019,0.471210003,0.720414996,0.637529969
0.438010871,0.412594974,0.410695165,0.408942699,0.414802611,0.414305776,0.41362375,0.401380867,0.407966137,0.452924073,0.453858286,0.47266373,0.721405625,0.639061332
0.439127594,0.414042145,0.41223684,0.410456032,0.415889591,0.415414095,0.414844215,0.402932256,0.409723133,0.453834355,0.454959303,0.472937495,0.723875582,0.639104247
0.439528942,0.414548457,0.412513196,0.410564721,0.417053521,0.416654974,0.416080803,0.40279904,0.411204904,0.454378694,0.455734432,0.473209381,0.726362348,0.638772607
0.439683765,0.415177643,0.412998766,0.410869986,0.417880923,0.41747278,0.416935682,0.402865946,0.413402498,0.454465151,0.456082046,0.473271608,0.729565322,0.639211297
0.439518124,0.414698035,0.412370533,0.410240412,0.418175638,0.417943388,0.417546451,0.402447701,0.415272146,0.454136848,0.456094891,0.473169178,0.729511857,0.639059007
0.440608323,0.415710747,0.413300335,0.410955191,0.419151217,0.419008821,0.418789387,0.403296292,0.417132854,0.455020845,0.457199037,0.47374028,0.732158959,0.641915321
0.443000853,0.417961121,0.415603548,0.413206041,0.421141207,0.421048969,0.420935571,0.405160129,0.419251442,0.457197338,0.459758759,0.476205647,0.744855285,0.648366034
0.446049273,0.420916319,0.418331444,0.415636688,0.424818695,0.424928755,0.424997866,0.407731116,0.423564255,0.459853828,0.462974876,0.478022099,0.76186496,0.651455581
0.449170768,0.424063981,0.421530634,0.418882936,0.428029954,0.428194612,0.4283382,0.411428452,0.427640527,0.462834775,0.466385126,0.481939852,0.778819859,0.655114174
0.45347625,0.429109246,0.426876366,0.424559116,0.432270586,0.432382345,0.43261975,0.417526305,0.43212381,0.466687441,0.469846666,0.488540471,0.789610386,0.663407564
0.459774107,0.436626762,0.43505916,0.433487743,0.438939631,0.439125627,0.439356327,0.429106891,0.440191686,0.473396778,0.476236433,0.496995747,0.800133884,0.667752504
0.469564974,0.44627291,0.445206314,0.4441064,0.447390318,0.447398096,0.44763869,0.438422829,0.449746907,0.482910931,0.4854137,0.502631068,0.807222366,0.674468875
0.476462603,0.45267278,0.45137158,0.450094521,0.453729868,0.453502476,0.453592241,0.44473353,0.456054777,0.490751356,0.493576705,0.510101378,0.815729141,0.680187821
0.486353695,0.460024416,0.458057791,0.45625338,0.464209139,0.464912593,0.465714753,0.455210149,0.470707715,0.499941021,0.50518477,0.522908568,0.838088214,0.696796119
0.508427083,0.481119573,0.47862649,0.476345539,0.486530215,0.487847894,0.48907575,0.47774291,0.493915468,0.522294879,0.526979029,0.553350091,0.870293319,0.733116984
0.504085541,0.479697943,0.478715569,0.477885485,0.482972443,0.484109789,0.485458553,0.48118633,0.490096718,0.51925528,0.523156762,0.562280834,0.888319612,0.752692044
0.520853519,0.49617362,0.493541002,0.490832806,0.499217093,0.499211967,0.499453366,0.485278606,0.499401152,0.532983005,0.5374915,0.555511653,0.85394448,0.740795851
0.521598637,0.497653872,0.494852781,0.492189974,0.500212371,0.49945125,0.498766959,0.484109581,0.496168852,0.534153104,0.538486779,0.549486279,0.825203717,0.726724625
0.526980102,0.504540801,0.502770543,0.500817299,0.505021095,0.503867805,0.502950072,0.492235899,0.500307441,0.540877104,0.544451237,0.555993021,0.809220314,0.731297255
0.535460114,0.512033343,0.509989858,0.507676959,0.512880087,0.512069643,0.511457264,0.499468744,0.509091914,0.548157632,0.551772237,0.565949798,0.806863606,0.73913759
0.541653097,0.516952097,0.514798105,0.512440205,0.51780194,0.516849279,0.516236663,0.504476726,0.5137707,0.553901017,0.557476044,0.572801054,0.791272104,0.748551428
0.54924804,0.524965584,0.523055196,0.520994961,0.525443435,0.524109721,0.5230003,0.512081146,0.518772602,0.561220288,0.564183593,0.58008039,0.780239046,0.753679454
0.550431728,0.524492323,0.523006618,0.521385789,0.524832189,0.523925543,0.523304582,0.514373302,0.520961702,0.563250244,0.56598109,0.584057391,0.777945042,0.75515151
0.552925527,0.525251389,0.523619771,0.521800637,0.525859714,0.525146842,0.524662614,0.515785515,0.523232162,0.566655695,0.569093227,0.586893797,0.779244781,0.754525185
0.560985386,0.534289718,0.532685161,0.530916512,0.534225106,0.532831013,0.53160131,0.523934245,0.52844584,0.574181676,0.575751185,0.588414967,0.783931494,0.754674137
0.565870106,0.538689733,0.536768019,0.534744918,0.539552808,0.538021326,0.536424279,0.528102517,0.532951474,0.579498768,0.581298292,0.591109991,0.790476143,0.760355115
0.57335335,0.547416091,0.545453191,0.543402851,0.54823035,0.545900226,0.543257117,0.53552109,0.537708402,0.585907042,0.587431848,0.594002843,0.799634218,0.764818192
0.567812085,0.540795743,0.538717389,0.53665483,0.542402625,0.540807843,0.538691759,0.53066802,0.534142911,0.580474019,0.582252145,0.596439958,0.799694538,0.764024913
0.567353129,0.541018307,0.539230704,0.537458241,0.541506588,0.539664447,0.53731519,0.530898392,0.532448471,0.580355227,0.581299663,0.59847784,0.799700677,0.76698339
0.567366958,0.542360187,0.540775836,0.539215744,0.542251945,0.540267289,0.537789345,0.532278538,0.532469213,0.579946458,0.58100003,0.595884442,0.799702048,0.764281213
0.568799138,0.545030117,0.543450832,0.541817725,0.544083178,0.541909099,0.53936547,0.533613801,0.533113718,0.580773175,0.581452012,0.594461799,0.799312115,0.762613893
0.568205714,0.54459703,0.543109894,0.541557133,0.543661237,0.541535854,0.539098442,0.533711076,0.53332895,0.580180228,0.581087232,0.598105788,0.798917532,0.764409661
0.568377852,0.544751108,0.543386996,0.541912973,0.543712676,0.541669369,0.53939712,0.534636319,0.534716606,0.580883741,0.582097471,0.602893114,0.797515392,0.769363821
0.570189595,0.546876192,0.545532823,0.544149697,0.545853078,0.543624997,0.541242659,0.537167847,0.535844743,0.582638144,0.584171236,0.607211471,0.793270111,0.769090295
0.572134137,0.549297929,0.548000276,0.546660781,0.54819864,0.545816243,0.54342854,0.539237082,0.537723422,0.584355474,0.585768461,0.608112216,0.792584896,0.768317699
0.573184133,0.550367892,0.549011469,0.547619045,0.549480915,0.547139525,0.544783473,0.539766014,0.538149774,0.585166633,0.587096572,0.608582139,0.791349947,0.76756829
0.573605418,0.550410151,0.54904002,0.54766643,0.549720585,0.547379315,0.544984698,0.53996551,0.537952781,0.585619807,0.587503552,0.608351648,0.790574014,0.767044961
0.57553184,0.552523017,0.550982893,0.549461305,0.552278936,0.549787998,0.546982467,0.541087687,0.538523674,0.587027669,0.589409888,0.60709852,0.790649831,0.7668401
0.577151895,0.552998245,0.551384985,0.54974997,0.552885652,0.550352633,0.547421694,0.540611863,0.538919926,0.58866787,0.591412246,0.607276917,0.794381142,0.76738143
0.5790537,0.554395318,0.552680433,0.550919473,0.554262042,0.551890254,0.549097955,0.541138053,0.539371252,0.590857506,0.592917502,0.606698215,0.797354996,0.767131209
0.578899443,0.553759038,0.551980495,0.55019182,0.553834319,0.551642478,0.549040556,0.540711582,0.539583385,0.590819061,0.593020737,0.606480777,0.801131546,0.766203284
0.578360379,0.552137077,0.550153136,0.548087656,0.552498698,0.550645947,0.548334479,0.539160609,0.539372861,0.590319037,0.59228307,0.606272221,0.801802754,0.765441954
0.577801883,0.551846266,0.549953818,0.547986865,0.552090526,0.550231874,0.547938049,0.538600504,0.539160728,0.589817405,0.591985822,0.604046106,0.80143863,0.76388371
0.577400744,0.551713169,0.549814224,0.547689199,0.551808357,0.549928904,0.547635198,0.538148463,0.538124382,0.589509189,0.591665447,0.600535512,0.801925063,0.759500504
0.579132915,0.553883493,0.55183363,0.549632549,0.554244876,0.55180347,0.548779666,0.539635837,0.53802067,0.591364563,0.593581915,0.599648476,0.827778518,0.761395574
0.583817601,0.558994591,0.557225645,0.555244088,0.558224082,0.555236638,0.552026868,0.545352101,0.540415585,0.596241713,0.597637296,0.600157022,0.869184375,0.766188443
0.585940301,0.559712291,0.558677554,0.557482004,0.557480276,0.554553092,0.55150491,0.551141858,0.541734099,0.599868119,0.601535201,0.602070928,0.889461517,0.775587916
0.58997786,0.561650395,0.559925079,0.558085799,0.560374141,0.557440639,0.553599954,0.55059582,0.544327319,0.60318923,0.606495023,0.600781739,0.88348496,0.774764538
0.588864326,0.5606848,0.558860898,0.557208061,0.560033321,0.557389617,0.553687394,0.550689757,0.544697523,0.601442099,0.60466969,0.591599584,0.878624618,0.774217308
0.589268744,0.560180664,0.558187604,0.556484818,0.559761882,0.557164133,0.554076612,0.550012529,0.547200322,0.602122426,0.605574131,0.591045916,0.879180729,0.773240983
0.589079618,0.55986923,0.557816029,0.556100428,0.559594989,0.557107449,0.554331124,0.546722829,0.547554374,0.601907253,0.605964005,0.586879194,0.875944018,0.769184768
0.588661075,0.559626222,0.557562172,0.555891812,0.559324861,0.556874931,0.554234266,0.546030641,0.54818064,0.601870775,0.605332673,0.587526798,0.869402885,0.772685409
0.578538001,0.549311519,0.54770124,0.546173513,0.550007701,0.548815548,0.547403216,0.544543445,0.546398282,0.596691608,0.598649323,0.592079639,0.865759075,0.777999341
0.5659374,0.539770186,0.538740814,0.537946343,0.541135669,0.540685296,0.539959073,0.539961696,0.542162299,0.586470783,0.587940037,0.593585134,0.863993645,0.777038991
0.554908156,0.530354917,0.529291511,0.528547764,0.532498598,0.532304883,0.531955779,0.531942487,0.535997033,0.575755954,0.577162743,0.593767285,0.842695892,0.776491106
0.549254894,0.526175141,0.525270939,0.524678648,0.526104748,0.524866641,0.523737311,0.528493822,0.529740691,0.570369124,0.569858968,0.593952537,0.823242009,0.776408017
0.544245541,0.520370424,0.5196805,0.519370675,0.520505667,0.519596815,0.518862069,0.524992943,0.526560247,0.564784288,0.564262688,0.593998551,0.812460423,0.775965154
0.536202967,0.514328718,0.514559805,0.514961362,0.512775004,0.512136757,0.511906743,0.52279979,0.520880103,0.556170285,0.555116296,0.594450355,0.800534725,0.775924742
0.533050358,0.511683345,0.511860847,0.512215436,0.510012805,0.509358525,0.509241223,0.520498693,0.518774569,0.552253604,0.551363766,0.594237685,0.788319111,0.775686264
0.529882789,0.50810349,0.508401275,0.508861899,0.506803572,0.506385386,0.506474674,0.518218756,0.516203165,0.548899949,0.548208833,0.594134092,0.779494107,0.774470091
0.528963804,0.506878495,0.507398129,0.50803256,0.505802453,0.50590837,0.506488681,0.517818332,0.517249227,0.548185945,0.547921538,0.59422636,0.775210202,0.774525642
0.526601434,0.504466295,0.505029321,0.505741715,0.50370121,0.504129827,0.504949391,0.516330481,0.517022133,0.546906054,0.546830058,0.594237685,0.776025057,0.774263978
0.525851667,0.503759921,0.504383504,0.505145729,0.502925932,0.503422558,0.504341304,0.515629351,0.517021418,0.546177268,0.546686292,0.593898118,0.773567498,0.770354629
0.525273561,0.501740098,0.502048492,0.502728105,0.502805769,0.503804147,0.505169988,0.514386117,0.517866015,0.545585752,0.547351003,0.593878925,0.764198303,0.770005941
0.523763895,0.499742359,0.49987179,0.500512183,0.501922965,0.503292799,0.505107045,0.512903154,0.518378198,0.544713795,0.547281027,0.593935132,0.764388263,0.77659452
0.522584498,0.498015642,0.497977734,0.498503983,0.50100714,0.502605557,0.504625678,0.511218429,0.518830895,0.543670535,0.546548188,0.594008803,0.758431077,0.781996489
0.522425056,0.498058558,0.497882694,0.498286307,0.501263499,0.502934575,0.505023241,0.510869145,0.518875778,0.543550849,0.546590269,0.59426111,0.751698852,0.781662762
0.522179067,0.497419506,0.497086436,0.497372806,0.501371801,0.503203213,0.505360901,0.510013759,0.519096732,0.542907834,0.546454132,0.594271421,0.755224586,0.781104982
